SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
WALCHANNAG,Walchandnagar Industries Limited,BE,18-SEP-1996,2,1,INE711A01022,2
WANBURY,Wanbury Limited,EQ,29-JAN-2007,10,1,INE107F01022,10
WEALTH,Wealth First Portfolio Managers Limited,EQ,20-JAN-2021,10,1,INE658T01017,10
WEBELSOLAR,Websol Energy System Limited,BE,15-MAY-2007,10,1,INE855C01015,10
WEIZMANIND,Weizmann Limited,EQ,10-MAY-1995,10,1,INE080A01014,10
WEL,Wonder Electricals Limited,EQ,17-JAN-2022,10,1,INE02WG01016,10
WELCORP,Welspun Corp Limited,EQ,24-MAY-2005,5,1,INE191B01025,5
WELENT,Welspun Enterprises Limited,EQ,04-NOV-2004,10,1,INE625G01013,10
WELINV,Welspun Investments and Commercials Limited,EQ,20-SEP-2010,10,1,INE389K01018,10
WELSPUNLIV,Welspun Living Limited,EQ,04-DEC-2003,1,1,INE192B01031,1
WENDT,Wendt (India) Limited,EQ,07-AUG-2006,10,1,INE274C01019,10
WESTLIFE,WESTLIFE FOODWORLD LIMITED,EQ,05-JUN-2023,2,1,INE274F01020,2
WEWIN,WE WIN LIMITED,EQ,15-JUN-2022,10,1,INE082W01014,10
WHEELS,Wheels India Limited,EQ,07-APR-2000,10,1,INE715A01015,10
WHIRLPOOL,Whirlpool of India Limited,EQ,06-APR-2010,10,1,INE716A01013,10
WILLAMAGOR,Williamson Magor & Company Limited,EQ,08-FEB-1995,10,1,INE210A01017,10
WINDLAS,Windlas Biotech Limited,EQ,16-AUG-2021,5,1,INE0H5O01029,5
WINDMACHIN,Windsor Machines Limited,EQ,17-AUG-2011,2,1,INE052A01021,2
WINSOME,Winsome Yarns Limited,BE,25-AUG-2011,10,1,INE784B01035,10
WIPL,The Western India Plywoods Limited,BE,17-APR-2017,10,1,INE215F01023,10
WIPRO,Wipro Limited,EQ,08-NOV-1995,2,1,INE075A01022,2
WOCKPHARMA,Wockhardt Limited,BE,23-FEB-2000,5,1,INE049B01025,5
WONDERLA,Wonderla Holidays Limited,EQ,09-MAY-2014,10,1,INE066O01014,10
WORTH,Worth Peripherals Limited,EQ,04-AUG-2020,10,1,INE196Y01018,10
WSI,W S Industries (I) Limited,EQ,01-AUG-2007,10,1,INE100D01014,10
WSTCSTPAPR,West Coast Paper Mills Limited,EQ,17-JAN-2001,2,1,INE976A01021,2
XCHANGING,Xchanging Solutions Limited,EQ,09-MAR-2005,10,1,INE692G01013,10
XELPMOC,Xelpmoc Design And Tech Limited,BE,04-FEB-2019,10,1,INE01P501012,10
XPROINDIA,Xpro India Limited,EQ,27-APR-2004,10,1,INE445C01015,10
YAARI,Yaari Digital Integrated Services Limited,BE,18-AUG-2011,2,1,INE126M01010,2
YASHO,Yasho Industries Limited,EQ,21-AUG-2023,10,1,INE616Z01012,10
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,EQ,07-AUG-2023,10,1,INE0JO301016,10
YATRA,Yatra Online Limited,EQ,28-SEP-2023,1,1,INE0JR601024,1
YESBANK,Yes Bank Limited,EQ,12-JUL-2005,2,1,INE528G01035,2
YUKEN,Yuken India Limited,EQ,02-SEP-2021,10,1,INE384C01016,10
ZAGGLE,Zaggle Prepaid Ocean Services Limited,EQ,22-SEP-2023,1,1,INE07K301024,1
ZEEL,Zee Entertainment Enterprises Limited,EQ,09-SEP-1998,1,1,INE256A01028,1
ZEELEARN,Zee Learn Limited,BE,20-DEC-2010,1,1,INE565L01011,1
ZEEMEDIA,Zee Media Corporation Limited,EQ,10-JAN-2007,1,1,INE966H01019,1
ZENITHEXPO,Zenith Exports Limited,EQ,10-JUL-1996,10,1,INE058B01018,10
ZENITHSTL,Zenith Steel Pipes & Industries Limited,EQ,30-APR-2007,10,1,INE318D01020,10
ZENSARTECH,Zensar Technologies Limited,EQ,09-JUL-2003,2,1,INE520A01027,2
ZENTEC,Zen Technologies Limited,EQ,30-MAR-2015,1,1,INE251B01027,1
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,EQ,01-OCT-2008,5,1,INE342J01019,5
ZIMLAB,Zim Laboratories Limited,EQ,25-NOV-2022,10,1,INE518E01015,10
ZODIAC,Zodiac Energy Limited,BE,14-DEC-2021,10,1,INE761Y01019,10
ZODIACLOTH,Zodiac Clothing Company Limited,EQ,27-SEP-1995,10,1,INE206B01013,10
ZOMATO,Zomato Limited,EQ,23-JUL-2021,1,1,INE758T01015,1
ZOTA,Zota Health Care LImited,EQ,19-AUG-2019,10,1,INE358U01012,10
ZUARI,Zuari Agro Chemicals Limited,EQ,27-NOV-2012,10,1,INE840M01016,10
ZUARIIND,ZUARI INDUSTRIES LIMITED,EQ,12-APR-1995,10,1,INE217A01012,10
ZYDUSLIFE,Zydus Lifesciences Limited,EQ,18-APR-2000,1,1,INE010B01027,1
ZYDUSWELL,Zydus Wellness Limited,EQ,13-NOV-2009,10,1,INE768C01010,10
