SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
IDFC,IDFC Limited,EQ,12-AUG-2005,10,1,INE043D01016,10
IDFCFIRSTB,IDFC First Bank Limited,EQ,06-NOV-2015,10,1,INE092T01019,10
IEL,Indiabulls Enterprises Limited,EQ,27-DEC-2022,2,1,INE059901020,2
IEX,Indian Energy Exchange Limited,EQ,23-OCT-2017,1,1,INE022Q01020,1
IFBAGRO,IFB Agro Industries Limited,EQ,03-APR-1996,10,1,INE076C01018,10
IFBIND,IFB Industries Limited,EQ,29-MAR-1995,10,1,INE559A01017,10
IFCI,IFCI Limited,EQ,26-APR-1995,10,1,INE039A01010,10
IFGLEXPOR,IFGL Refractories Limited,EQ,14-NOV-2017,10,1,INE133Y01011,10
IGARASHI,Igarashi Motors India Limited,EQ,09-OCT-2003,10,1,INE188B01013,10
IGL,Indraprastha Gas Limited,EQ,26-DEC-2003,2,1,INE203G01027,2
IGPL,IG Petrochemicals Limited,EQ,29-JAN-2007,10,1,INE204A01010,10
IIFL,IIFL Finance Limited,EQ,17-MAY-2005,2,1,INE530B01024,2
IIFLSEC,IIFL Securities Limited,EQ,20-SEP-2019,2,1,INE489L01022,2
IITL,Industrial Investment Trust Limited,EQ,17-AUG-2010,10,1,INE886A01014,10
IKIO,IKIO Lighting Limited,EQ,16-JUN-2023,10,1,INE0LOJ01019,10
IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,25-OCT-2007,10,1,INE369I01014,10
IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,30-MAR-2010,10,1,INE975G01012,10
IMAGICAA,Imagicaaworld Entertainment Limited,EQ,06-APR-2015,10,1,INE172N01012,10
IMFA,Indian Metals & Ferro Alloys Limited,EQ,23-JUL-2010,10,1,INE919H01018,10
IMPAL,India Motor Parts and Accessories Limited,EQ,07-OCT-2005,10,1,INE547E01014,10
IMPEXFERRO,Impex Ferro Tech Limited,BE,03-FEB-2005,10,1,INE691G01015,10
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,BE,01-JUL-2016,10,1,INE452L01012,10
INDBANK,Indbank Merchant Banking Services Limited,EQ,08-OCT-2008,10,1,INE841B01017,10
INDHOTEL,The Indian Hotels Company Limited,EQ,03-JUL-1996,1,1,INE053A01029,1
INDIACEM,The India Cements Limited,EQ,31-MAY-2000,10,1,INE383A01012,10
INDIAGLYCO,India Glycols Limited,EQ,01-JUL-2005,10,1,INE560A01015,10
INDIAMART,Indiamart Intermesh Limited,EQ,04-JUL-2019,10,1,INE933S01016,10
INDIANB,Indian Bank,EQ,01-MAR-2007,10,1,INE562A01011,10
INDIANCARD,Indian Card Clothing Company Limited,EQ,08-JAN-1997,10,1,INE061A01014,10
INDIANHUME,Indian Hume Pipe Company Limited,EQ,30-AUG-1995,2,1,INE323C01030,2
INDIASHLTR,India Shelter Finance Corporation Limited,EQ,20-DEC-2023,5,1,INE922K01024,5
INDIGO,InterGlobe Aviation Limited,EQ,10-NOV-2015,10,1,INE646L01027,10
INDIGOPNTS,Indigo Paints Limited,EQ,02-FEB-2021,10,1,INE09VQ01012,10
INDNIPPON,India Nippon Electricals Limited,EQ,07-MAY-1997,5,1,INE092B01025,5
INDOAMIN,Indo Amines Limited,EQ,29-APR-2022,5,1,INE760F01028,5
INDOBORAX,Indo Borax & Chemicals Limited,EQ,29-MAR-2022,1,1,INE803D01021,1
INDOCO,Indoco Remedies Limited,EQ,14-JAN-2005,2,1,INE873D01024,2
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-JUN-2003,10,1,INE156A01020,10
INDOSTAR,IndoStar Capital Finance Limited,EQ,21-MAY-2018,10,1,INE896L01010,10
INDOTECH,Indo Tech Transformers Limited,EQ,16-MAR-2006,10,1,INE332H01014,10
INDOTHAI,Indo Thai Securities Limited,BE,02-NOV-2011,10,1,INE337M01013,10
INDOWIND,Indowind Energy Limited,BE,14-SEP-2007,10,1,INE227G01018,10
INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,17-APR-1997,10,1,INE681B01017,10
INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,02-JUL-1997,10,1,INE915B01019,10
INDSWFTLTD,Ind-Swift Limited,BE,18-OCT-2004,2,1,INE788B01028,2
INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-MAR-2011,2,1,INE611L01021,2
INDUSINDBK,IndusInd Bank Limited,EQ,28-JAN-1998,10,1,INE095A01012,10
INDUSTOWER,Indus Towers Limited,EQ,28-DEC-2012,10,1,INE121J01017,10
INFIBEAM,Infibeam Avenues Limited,EQ,04-APR-2016,1,1,INE483S01020,1
INFOBEAN,InfoBeans Technologies Limited,EQ,15-JUL-2019,10,1,INE344S01016,10
INFY,Infosys Limited,EQ,08-FEB-1995,5,1,INE009A01021,5
INGERRAND,Ingersoll Rand (India) Limited,EQ,15-APR-1999,10,1,INE177A01018,10
INNOVACAP,Innova Captab Limited,EQ,29-DEC-2023,10,1,INE0DUT01020,10
INOXGREEN,Inox Green Energy Services Limited,BE,23-NOV-2022,10,1,INE510W01014,10
INOXINDIA,INOX India Limited,EQ,21-DEC-2023,2,1,INE616N01034,2
INOXWIND,Inox Wind Limited,EQ,09-APR-2015,10,1,INE066P01011,10
INSECTICID,Insecticides (India) Limited,EQ,30-MAY-2007,10,1,INE070I01018,10
INTELLECT,Intellect Design Arena Limited,EQ,18-DEC-2014,5,1,INE306R01017,5
INTENTECH,Intense Technologies Limited,BE,23-MAR-2017,2,1,INE781A01025,2
INTLCONV,International Conveyors Limited,EQ,16-SEP-2021,1,1,INE575C01027,1
INVENTURE,Inventure Growth & Securities Limited,BE,04-AUG-2011,1,1,INE878H01024,1
IOB,Indian Overseas Bank,EQ,07-DEC-2000,10,1,INE565A01014,10
IOC,Indian Oil Corporation Limited,EQ,24-JUL-1996,10,1,INE242A01010,10
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,08-NOV-2010,10,1,INE485C01011,10
IONEXCHANG,ION Exchange (India) Limited,EQ,22-FEB-2022,1,1,INE570A01022,1
IPCALAB,IPCA Laboratories Limited,EQ,08-FEB-1995,1,1,INE571A01038,1
IPL,India Pesticides Limited,EQ,05-JUL-2021,1,1,INE0D6701023,1
IRB,IRB Infrastructure Developers Limited,EQ,25-FEB-2008,1,1,INE821I01022,1
IRCON,Ircon International Limited,EQ,28-SEP-2018,2,1,INE962Y01021,2
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,14-OCT-2019,2,1,INE335Y01020,2
IREDA,Indian Renewable Energy Development Agency Limited,EQ,29-NOV-2023,10,1,INE202E01016,10
IRFC,Indian Railway Finance Corporation Limited,EQ,29-JAN-2021,10,1,INE053F01010,10
IRIS,Iris Business Services Limited,EQ,08-NOV-2021,10,1,INE864K01010,10
IRISDOREME,Iris Clothings Limited,EQ,22-FEB-2021,2,1,INE01GN01025,2
IRMENERGY,IRM Energy Limited,EQ,26-OCT-2023,10,1,INE07U701015,10
ISEC,ICICI Securities Limited,EQ,04-APR-2018,5,1,INE763G01038,5
