SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
CREDITACC,CREDITACCESS GRAMEEN LIMITED,EQ,23-AUG-2018,10,1,INE741K01010,10
CREST,Crest Ventures Limited,EQ,27-DEC-2006,10,1,INE559D01011,10
CRISIL,CRISIL Limited,EQ,28-JUN-1995,1,1,INE007A01025,1
CROMPTON,Crompton Greaves Consumer Electricals Limited,EQ,13-MAY-2016,2,1,INE299U01018,2
CROWN,Crown Lifters Limited,BE,08-FEB-2022,10,1,INE491V01019,10
CSBBANK,CSB Bank Limited,EQ,04-DEC-2019,10,1,INE679A01013,10
CSLFINANCE,CSL Finance Limited,EQ,21-JUL-2022,10,1,INE718F01018,10
CTE,Cambridge Technology Enterprises Limited,BE,07-FEB-2007,10,1,INE627H01017,10
CUB,City Union Bank Limited,EQ,25-AUG-1998,1,1,INE491A01021,1
CUBEXTUB,Cubex Tubings Limited,BE,24-APR-1996,10,1,INE144D01012,10
CUMMINSIND,Cummins India Limited,EQ,29-MAR-1995,2,1,INE298A01020,2
CUPID,Cupid Limited,BE,16-SEP-2016,1,1,INE509F01029,1
CYBERMEDIA,Cyber Media (India) Limited,BE,10-JUN-2005,10,1,INE278G01037,10
CYBERTECH,Cybertech Systems And Software Limited,EQ,27-JAN-1999,10,1,INE214A01019,10
CYIENT,Cyient Limited,EQ,30-SEP-1998,5,1,INE136B01020,5
CYIENTDLM,Cyient DLM Limited,EQ,10-JUL-2023,10,1,INE055S01018,10
DABUR,Dabur India Limited,EQ,28-APR-1999,1,1,INE016A01026,1
DALBHARAT,Dalmia Bharat Limited,EQ,22-JAN-2019,2,1,INE00R701025,2
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ,17-JAN-1996,2,1,INE495A01022,2
DAMODARIND,Damodar Industries Limited,EQ,04-JUL-2016,5,1,INE497D01022,5
DANGEE,Dangee Dums Limited,EQ,13-NOV-2020,1,1,INE688Y01022,1
DATAMATICS,Datamatics Global Services Limited,EQ,07-MAY-2004,5,1,INE365B01017,5
DATAPATTNS,Data Patterns (India) Limited,EQ,24-DEC-2021,2,1,INE0IX101010,2
DAVANGERE,Davangere Sugar Company Limited,EQ,25-JAN-2024,10,1,INE179G01011,10
DBCORP,D.B.Corp Limited,BE,06-JAN-2010,10,1,INE950I01011,10
DBL,Dilip Buildcon Limited,EQ,11-AUG-2016,10,1,INE917M01012,10
DBOL,Dhampur Bio Organics Limited,EQ,08-SEP-2022,10,1,INE0I3401014,10
DBREALTY,Valor Estate Limited,EQ,24-FEB-2010,10,1,INE879I01012,10
DBSTOCKBRO,DB (International) Stock Brokers Limited,EQ,29-FEB-2012,2,1,INE921B01025,2
DCAL,Dishman Carbogen Amcis Limited,EQ,21-SEP-2017,2,1,INE385W01011,2
DCBBANK,DCB Bank Limited,EQ,27-OCT-2006,10,1,INE503A01015,10
DCI,Dc Infotech And Communication Limited,EQ,19-OCT-2022,10,1,INE0A1101019,10
DCM,DCM  Limited,EQ,29-MAR-1995,10,1,INE498A01018,10
DCMFINSERV,DCM Financial Services Limited,BE,21-MAY-1997,10,1,INE891B01012,10
DCMNVL,DCM Nouvelle Limited,EQ,16-JUL-2019,10,1,INE08KP01019,10
DCMSHRIRAM,DCM Shriram Limited,EQ,12-APR-1995,2,1,INE499A01024,2
DCMSRIND,DCM Shriram Industries Limited,EQ,24-DEC-2021,2,1,INE843D01027,2
DCW,DCW Limited,EQ,25-MAY-1995,2,1,INE500A01029,2
DCXINDIA,DCX Systems Limited,EQ,11-NOV-2022,2,1,INE0KL801015,2
DECCANCE,Deccan Cements Limited,EQ,02-AUG-2007,5,1,INE583C01021,5
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,17-JAN-2003,10,1,INE501A01019,10
DEEPAKNTR,Deepak Nitrite Limited,EQ,29-SEP-2010,2,1,INE288B01029,2
DEEPENR,DEEP ENERGY RESOURCES LIMITED,EQ,09-MAR-2010,10,1,INE677H01012,10
DEEPINDS,Deep Industries Limited,EQ,27-APR-2021,5,1,INE0FHS01024,5
