SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
KSB,Ksb Limited,EQ,08-FEB-1995,10,1,INE999A01015,10
KSCL,Kaveri Seed Company Limited,EQ,04-OCT-2007,2,1,INE455I01029,2
KSHITIJPOL,Kshitij Polyline Limited,BE,27-JUL-2022,2,1,INE013801027,2
KSL,Kalyani Steels Limited,EQ,19-MAY-2010,5,1,INE907A01026,5
KSOLVES,Ksolves India Limited,EQ,23-SEP-2022,10,1,INE0D6I01015,10
KTKBANK,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,INE614B01018,10
KUANTUM,Kuantum Papers Limited,EQ,23-OCT-2019,1,1,INE529I01021,1
L&TFH,L&T Finance Holdings Limited,EQ,12-AUG-2011,10,1,INE498L01015,10
LAGNAM,Lagnam Spintex Limited,BE,30-SEP-2021,10,1,INE548Z01017,10
LAKPRE,Lakshmi Precision Screws Limited,BZ,26-SEP-2006,10,1,INE651C01018,10
LAL,Lorenzini Apparels Limited,BE,10-APR-2023,1,1,INE740X01023,1
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-DEC-2015,10,1,INE600L01024,10
LAMBODHARA,Lambodhara Textiles Limited,EQ,04-FEB-2015,5,1,INE112F01022,5
LANCORHOL,Lancor Holdings Limited,BE,12-MAR-2024,2,1,INE572G01025,2
LANDMARK,Landmark Cars Limited,EQ,23-DEC-2022,5,1,INE559R01029,5
LAOPALA,La Opala RG Limited,EQ,16-MAR-2007,2,1,INE059D01020,2
LASA,Lasa Supergenerics Limited,EQ,21-SEP-2017,10,1,INE670X01014,10
LATENTVIEW,Latent View Analytics Limited,EQ,23-NOV-2021,1,1,INE0I7C01011,1
LATTEYS,Latteys Industries Limited,BE,23-MAY-2023,2,1,INE262Z01023,2
LAURUSLABS,Laurus Labs Limited,EQ,19-DEC-2016,2,1,INE947Q01028,2
LAXMICOT,Laxmi Cotspin Limited,EQ,12-NOV-2021,10,1,INE801V01019,10
LAXMIMACH,Lakshmi Machine Works Limited,EQ,29-MAR-1995,10,1,INE269B01029,10
LCCINFOTEC,LCC Infotech Limited,BE,02-MAR-2000,2,1,INE938A01021,2
LEMONTREE,Lemon Tree Hotels Limited,EQ,09-APR-2018,10,1,INE970X01018,10
LEXUS,Lexus Granito (India) Limited,EQ,13-MAR-2023,10,1,INE500X01013,10
LFIC,Lakshmi Finance & Industrial Corporation Limited,BE,15-APR-2015,10,1,INE850E01012,10
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-MAR-2010,10,1,INE337A01034,10
LGBFORGE,LGB Forge Limited,EQ,01-AUG-2008,1,1,INE201J01017,1
LGHL,Laxmi Goldorna House Limited,EQ,10-NOV-2023,10,1,INE258Y01016,10
LIBAS,Libas Consumer Products Limited,EQ,23-JUL-2019,10,1,INE908V01012,10
LIBERTSHOE,Liberty Shoes Limited,BE,27-SEP-1995,10,1,INE557B01019,10
LICHSGFIN,LIC Housing Finance Limited,EQ,29-JUL-1998,2,1,INE115A01026,2
LICI,Life Insurance Corporation Of India,EQ,17-MAY-2022,10,1,INE0J1Y01017,10
LIKHITHA,Likhitha Infrastructure Limited,EQ,15-OCT-2020,5,1,INE060901027,5
LINC,Linc Limited,EQ,09-MAR-2015,10,1,INE802B01019,10
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-DEC-2015,10,1,INE405C01035,10
LINDEINDIA,Linde India Limited,EQ,16-JUN-1999,10,1,INE473A01011,10
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,18-JUL-2016,1,1,INE093R01011,1
LLOYDSME,Lloyds Metals And Energy Limited,EQ,17-JUL-2023,1,1,INE281B01032,1
LODHA,Macrotech Developers Limited,EQ,19-APR-2021,10,1,INE670K01029,10
LOKESHMACH,Lokesh Machines Limited,EQ,05-MAY-2006,10,1,INE397H01017,10
LORDSCHLO,Lords Chloro Alkali Limited,BE,28-AUG-2023,10,1,INE846D01012,10
LOTUSEYE,Lotus Eye Hospital and Institute Limited,BE,11-JUL-2008,10,1,INE947I01017,10
LOVABLE,Lovable Lingerie Limited,EQ,24-MAR-2011,10,1,INE597L01014,10
LOYALTEX,Loyal Textile Mills Limited,EQ,11-AUG-2022,10,1,INE970D01010,10
LPDC,Landmark Property Development Company Limited,EQ,12-AUG-2008,1,1,INE197J01017,1
LT,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2
LTFOODS,LT Foods Limited,EQ,18-DEC-2006,1,1,INE818H01020,1
LTIM,LTIMindtree Limited,EQ,21-JUL-2016,1,1,INE214T01019,1
LTTS,L&T Technology Services Limited,EQ,23-SEP-2016,2,1,INE010V01017,2
LUMAXIND,Lumax Industries Limited,EQ,06-SEP-1995,10,1,INE162B01018,10
LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-JAN-2007,2,1,INE872H01027,2
LUPIN,Lupin Limited,EQ,10-SEP-2001,2,1,INE326A01037,2
LUXIND,Lux Industries Limited,EQ,30-NOV-2015,2,1,INE150G01020,2
LXCHEM,Laxmi Organic Industries Limited,EQ,25-MAR-2021,2,1,INE576O01020,2
LYKALABS,Lyka Labs Limited,EQ,08-FEB-1995,10,1,INE933A01014,10
LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-NOV-2013,10,1,INE142K01011,10
M&M,Mahindra & Mahindra Limited,EQ,03-JAN-1996,5,1,INE101A01026,5
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,INE774D01024,2
MAANALU,Maan Aluminium Limited,EQ,22-OCT-2007,5,1,INE215I01027,5
MACPOWER,Macpower CNC Machines Limited,BE,19-AUG-2020,10,1,INE155Z01011,10
MADHAV,Madhav Marbles and Granites Limited,BE,20-DEC-2007,10,1,INE925C01016,10
MADHUCON,Madhucon Projects Limited,BE,05-OCT-2006,1,1,INE378D01032,1
MADRASFERT,Madras Fertilizers Limited,EQ,25-JUL-1997,10,1,INE414A01015,10
