SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
SUVENPHAR,Suven Pharmaceuticals Limited,EQ,09-MAR-2020,1,1,INE03QK01018,1
SUVIDHAA,Suvidhaa Infoserve Limited,BE,31-MAR-2021,1,1,INE018401013,1
SUZLON,Suzlon Energy Limited,BE,19-OCT-2005,2,1,INE040H01021,2
SVLL,Shree Vasu Logistics Limited,BE,21-APR-2023,10,1,INE00CE01017,10
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,EQ,14-JUL-2021,1,1,INE308E01029,1
SWANENERGY,Swan Energy Limited,EQ,29-MAY-2012,1,1,INE665A01038,1
SWARAJENG,Swaraj Engines Limited,EQ,06-DEC-1995,10,1,INE277A01016,10
SWELECTES,Swelect Energy Systems Limited,EQ,09-MAY-2006,10,1,INE409B01013,10
SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,20-AUG-2019,1,1,INE00M201021,1
SYMPHONY,Symphony Limited,EQ,15-JUN-2011,2,1,INE225D01027,2
SYNCOMF,Syncom Formulations (India) Limited,BE,18-NOV-2022,1,1,INE312C01025,1
SYNGENE,Syngene International Limited,EQ,11-AUG-2015,10,1,INE398R01022,10
SYRMA,Syrma SGS Technology Limited,EQ,26-AUG-2022,10,1,INE0DYJ01015,10
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-JUL-1995,10,1,INE123C01018,10
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-DEC-2000,2,1,INE586B01026,2
TAKE,Take Solutions Limited,EQ,27-AUG-2007,1,1,INE142I01023,1
TALBROAUTO,Talbros Automotive Components Limited,BE,29-SEP-2006,2,1,INE187D01029,2
TANLA,Tanla Platforms Limited,EQ,05-JAN-2007,1,1,INE483C01032,1
TARACHAND,Tara Chand InfraLogistic Solutions Limited,EQ,16-APR-2024,10,1,INE555Z01012,10
TARAPUR,Tarapur Transformers Limited,BE,18-MAY-2010,10,1,INE747K01017,10
TARC,Anant Raj Global Limited,BE,18-DEC-2020,2,1,INE0EK901012,2
TARMAT,Tarmat Limited,BE,09-JUL-2007,10,1,INE924H01018,10
TARSONS,Tarsons Products Limited,EQ,26-NOV-2021,2,1,INE144Z01023,2
TASTYBITE,Tasty Bite Eatables Limited,EQ,23-MAR-2017,10,1,INE488B01017,10
TATACHEM,Tata Chemicals Limited,EQ,01-APR-1999,10,1,INE092A01019,10
TATACOMM,Tata Communications Limited,EQ,12-APR-1995,10,1,INE151A01013,10
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-NOV-1998,1,1,INE192A01025,1
TATAELXSI,Tata Elxsi Limited,EQ,17-SEP-2003,10,1,INE670A01012,10
TATAINVEST,Tata Investment Corporation Limited,BE,24-JUN-1998,10,1,INE672A01018,10
TATAMOTORS,Tata Motors Limited,EQ,22-JUL-1998,2,1,INE155A01022,2
TATAMTRDVR,Tata Motors Limited,EQ,05-NOV-2008,2,1,IN9155A01020,2
TATAPOWER,Tata Power Company Limited,EQ,03-APR-1996,1,1,INE245A01021,1
TATASTEEL,Tata Steel Limited,EQ,18-NOV-1998,1,1,INE081A01020,1
TATATECH,Tata Technologies Limited,EQ,30-NOV-2023,2,1,INE142M01025,2
TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-JUL-2021,10,1,INE0GK401011,10
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-MAY-2012,10,1,INE760L01018,10
TCI,Transport Corporation of India Limited,EQ,21-JAN-2002,2,1,INE688A01022,2
TCIEXP,TCI Express Limited,EQ,15-DEC-2016,2,1,INE586V01016,2
TCLCONS,Tantia Constructions Limited,BE,16-OCT-2023,1,1,INE388G01026,1
TCNSBRANDS,TCNS Clothing Co. Limited,EQ,30-JUL-2018,2,1,INE778U01029,2
TCPLPACK,TCPL Packaging Limited,EQ,17-OCT-2017,10,1,INE822C01015,10
TCS,Tata Consultancy Services Limited,EQ,25-AUG-2004,1,1,INE467B01029,1
TDPOWERSYS,TD Power Systems Limited,EQ,08-SEP-2011,2,1,INE419M01027,2
TEAMLEASE,Teamlease Services Limited,EQ,12-FEB-2016,10,1,INE985S01024,10
TECHIN,Techindia Nirman Limited,BE,08-SEP-2011,10,1,INE778A01021,10
TECHM,Tech Mahindra Limited,EQ,28-AUG-2006,5,1,INE669C01036,5
TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-DEC-2018,2,1,INE285K01026,2
TECILCHEM,TECIL Chemicals and Hydro Power Limited,BE,06-DEC-1995,10,50,INE014B01011,10
TEGA,Tega Industries Limited,EQ,13-DEC-2021,10,1,INE011K01018,10
TEJASNET,Tejas Networks Limited,EQ,27-JUN-2017,10,1,INE010J01012,10
TEMBO,Tembo Global Industries Limited,EQ,23-APR-2021,10,1,INE869Y01010,10
TERASOFT,Tera Software Limited,BE,29-DEC-2016,10,1,INE482B01010,10
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-SEP-2004,1,1,INE435C01024,1
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-MAR-2010,10,1,INE141K01013,10
