SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
TTL,T T Limited,EQ,22-FEB-2007,10,1,INE592B01016,10
TTML,Tata Teleservices (Maharashtra) Limited,EQ,20-OCT-2000,10,1,INE517B01013,10
TV18BRDCST,TV18 Broadcast Limited,BE,08-FEB-2007,2,1,INE886H01027,2
TVSELECT,TVS Electronics Limited,EQ,26-DEC-2003,10,1,INE236G01019,10
TVSHLTD,TVS Holdings Limited,EQ,23-OCT-2012,5,1,INE105A01035,5
TVSMOTOR,TVS Motor Company Limited,EQ,02-AUG-2000,1,1,INE494B01023,1
TVSSCS,TVS Supply Chain Solutions Limited,EQ,23-AUG-2023,1,1,INE395N01027,1
TVSSRICHAK,TVS Srichakra Limited,EQ,13-FEB-2007,10,1,INE421C01016,10
TVTODAY,TV Today Network Limited,EQ,16-JAN-2004,5,1,INE038F01029,5
TVVISION,TV Vision Limited,BE,15-SEP-2016,10,1,INE871L01013,10
UBL,United Breweries Limited,EQ,28-JUL-2008,1,1,INE686F01025,1
UCAL,UCAL LIMITED,EQ,13-SEP-1995,10,1,INE139B01016,10
UCOBANK,UCO Bank,EQ,09-OCT-2003,10,1,INE691A01018,10
UDS,Updater Services Limited,EQ,04-OCT-2023,10,1,INE851I01011,10
UEL,Ujaas Energy Limited,BE,16-APR-2024,1,1,INE899L01030,1
UFLEX,UFLEX Limited,EQ,23-AUG-1995,10,1,INE516A01017,10
UFO,UFO Moviez India Limited,EQ,14-MAY-2015,10,1,INE527H01019,10
UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-AUG-2010,1,1,INE071E01023,1
UGROCAP,Ugro Capital Limited,EQ,11-AUG-2021,10,1,INE583D01011,10
UJJIVAN,Ujjivan Financial Services Limited,EQ,10-MAY-2016,10,1,INE334L01012,10
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-DEC-2019,10,1,INE551W01018,10
ULTRACEMCO,UltraTech Cement Limited,EQ,24-AUG-2004,10,1,INE481G01011,10
UMAEXPORTS,Uma Exports Limited,BE,07-APR-2022,10,1,INE0GIU01018,10
UMANGDAIRY,Umang Dairies Limited,EQ,02-DEC-2015,5,1,INE864B01027,5
UMESLTD,Usha Martin Education & Solutions Limited,BE,12-JUL-2010,1,1,INE240C01028,1
UNICHEMLAB,Unichem Laboratories Limited,EQ,07-FEB-2001,2,1,INE351A01035,2
UNIDT,United Drilling Tools Limited,EQ,25-SEP-2020,10,1,INE961D01019,10
UNIENTER,Uniphos Enterprises Limited,EQ,23-JAN-2004,2,1,INE037A01022,2
UNIINFO,Uniinfo Telecom Services Limited,BE,12-JAN-2022,10,1,INE481Z01011,10
UNIONBANK,Union Bank of India,EQ,24-SEP-2002,10,1,INE692A01016,10
UNIPARTS,Uniparts India Limited,EQ,12-DEC-2022,10,1,INE244O01017,10
UNITECH,Unitech Limited,BZ,08-SEP-1999,2,1,INE694A01020,2
UNITEDPOLY,United Polyfab Gujarat Limited,EQ,31-DEC-2021,10,1,INE368U01011,10
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-JAN-2015,10,1,INE458F01011,10
UNIVASTU,Univastu India Limited,EQ,22-JUN-2020,10,1,INE562X01013,10
UNIVCABLES,Universal Cables Limited,EQ,17-MAY-1995,10,1,INE279A01012,10
UNIVPHOTO,Universus Photo Imagings Limited,EQ,14-FEB-2020,10,1,INE03V001013,10
UNOMINDA,UNO Minda Limited,EQ,02-FEB-2007,2,1,INE405E01023,2
UPL,UPL Limited,EQ,23-JAN-2004,2,1,INE628A01036,2
URAVI,Uravi T and Wedge Lamps Limited,EQ,05-JUL-2023,10,1,INE568Z01015,10
URJA,Urja Global Limited,BE,28-MAR-2017,1,1,INE550C01020,1
USHAMART,Usha Martin Limited,EQ,11-OCT-2000,1,1,INE228A01035,1
USK,Udayshivakumar Infra Limited,BE,03-APR-2023,10,1,INE0N0Y01013,10
UTIAMC,UTI Asset Management Company Limited,EQ,12-OCT-2020,10,1,INE094J01016,10
UTKARSHBNK,Utkarsh Small Finance Bank Limited,EQ,21-JUL-2023,10,1,INE735W01017,10
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-APR-2006,10,1,INE786F01031,10
V2RETAIL,V2 Retail Limited,BE,04-JUL-2007,10,1,INE945H01013,10
VADILALIND,Vadilal Industries Limited,EQ,15-JUN-2011,10,1,INE694D01016,10
VAIBHAVGBL,Vaibhav Global Limited,EQ,05-APR-2004,2,1,INE884A01027,2
VAISHALI,Vaishali Pharma Limited,EQ,15-JAN-2020,10,1,INE972X01014,10
VAKRANGEE,Vakrangee Limited,EQ,03-APR-2006,1,1,INE051B01021,1
