Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,market_cap
532279,RSL Industries Ltd.(Direct listing),RSLMDDM,RSL INDUSTRIES LTD.,Delisted,B ,10.0,INE622C01019, ,Equity,-,-,-,-,
532281,HCL Technologies Ltd,HCLTECH,HCL TECHNOLOGIES LTD.,Active,A ,2.0,INE860A01027,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,2713665096
532282,Castex Technologies Limited,CASTEXTECH,Castex Technologies Ltd-$,Delisted,T ,2.0,INE068D01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,378122838
532283,Kaashyap Technologies Limited,KAASHYAP,KAASHYAP TECHNOLOGIES LTD.,Delisted,XT,1.0,INE397B01028, ,Equity,-,-,-,-,
532284,TCFC Finance Ltd,TCFCFINQ,TCFC FINANCE LTD.,Active,X ,10.0,INE389D01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),10482129
532285,Geojit Financial Services Limited,GEOJITFSL,Geojit Financial Services Ltd,Active,B ,1.0,INE007B01023,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,239143125
532286,Jindal Steel & Power Ltd,JINDALSTEL,JINDAL STEEL & POWER LTD.,Active,A ,1.0,INE749A01030,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,1020088097
532287,Entegra Limited,ENTEGRA,ENTEGRA LTD.,Delisted,Z ,10.0,INE826A01028, ,Equity,-,-,-,-,317153009
532290,BLB Limited,BLBLIMITED,BLB LTD.,Active,T ,1.0,INE791A01024,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,52865258
532291,KDL Biotech Ltd.,KOPDRUGS,KDL BIOTECH LTD.,Delisted,Z ,10.0,INE746A01010, ,Equity,-,-,-,-,
532293,Software Technology Group Intl. Ltd.,SOFTTECHGR,SOFTWARE TECHNOLOGY GROUP INTERNATIONAL LTD.,Delisted,XT,10.0,INE863A01013, ,Equity,-,-,-,-,
532296,Glenmark Pharmaceuticals ltd,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,Active,A ,1.0,INE935A01035,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,282188156
532298,Zenith Infotech Ltd.,ZENITHINFO,ZENITH INFOTECH LTD.,Delisted,XT,10.0,INE899A01017, ,Equity,-,-,-,-,
532299,Television Eighteen India Ltd.,TV18,TELEVISION EIGHTEEN INDIA LTD.,Delisted,B ,5.0,INE889A01026, ,Equity,-,-,-,-,
532300,Wockhardt Ltd,WOCKPHARMA,WOCKHARDT LTD.,Active,T ,5.0,INE049B01025,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,153400936
532301,Tata Coffee Ltd,TATACOFFEE,TATA COFFEE LTD.,Delisted,A ,1.0,INE493A01027,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,186770370
532302,Sibar Software Services (India) Ltd.,SIBARSOF,SIBAR SOFTWARE SERVICES (INDIA) LTD.,Delisted,X ,10.0,INE940A01019, ,Equity,-,-,-,-,
532303,Integrated Hi-tech ltd.,INTEGHIT,INTEGRATED HITECH LTD.,Active,XT,10.0,INE934A01012,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,10004600
532304,KJMC Corporate Advisors (India) Ltd.,KJMCCORP,KJMC Corporate Advisors (India) Ltd.,Active,X ,10.0,INE602C01011,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,3926440
532305,Ind-Swift Laboratories Ltd.,INDSWFTLAB,IND-SWIFT LABORATORIES LTD.,Active,B ,10.0,INE915B01019,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,59086860
532306,Compudyne Winfosystem Ltd.,COMPUDYNE,COMPUDYNE WINFOSYSTEMS LTD.-$,Delisted,B ,10.0,INE531B01014, ,Equity,-,-,-,-,
532307,Melstar Information Technologies Ltd.,MELSTAR,MELSTAR INFORMATION TECHNOLOGIES LTD.,Active,Z ,10.0,INE817A01019,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,14283139
532308,Eonour Software Ltd.,EONOUR,EONOUR TECHNOLOGIES LTD.,Delisted,XT,2.0,INE352B01023, ,Equity,-,-,-,-,
532309,GE Power India Limited,GEPIL,GE Power India Ltd,Active,B ,10.0,INE878A01011,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,67227471
532310,Shree Rama Multi-tech Ltd.,SHREERAMA,SHREE RAMA MULTI-TECH LTD.,Active,T ,5.0,INE879A01019,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,133468005
532311,Tutis Technologies Limited,TUTIS,TUTIS TECHNOLOGIES LTD.-$,Delisted,Z ,10.0,INE953A01012, ,Equity,-,-,-,-,
532312,Geometric Ltd,GEOMETRIC,GEOMETRIC LTD.,Delisted,B ,2.0,INE797A01021, ,Equity,-,-,-,-,
532313,Mahindra Lifespace Developers Ltd.,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,Active,A ,10.0,INE813A01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",155009966
532314,Pentagon Global Solutions Ltd,PENTAGLO,PENTAGON GLOBAL SOLUTIONS LTD.,Delisted,XD,10.0,INE968A01010, ,Equity,-,-,-,-,
532315,Telesys Software Ltd.,TELESYS,TELESYS SOFTWARE LTD.,Active,X ,10.0,INE042B01012,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,20466529
532316,S Kumars.com Ltd.,SKUMAR,S KUMARS.COM LTD.,Suspended,Z ,10.0,INE827A01018,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,28625000
532317,BOB ELSS 97,BOBEL97,BOB ELSS 97,Delisted,Z ,10.0,-, ,Equity,-,-,-,-,
532318,Gemini Communications Ltd.,GEMINI,GEMINI COMMUNICATION LTD.,Delisted,Z ,1.0,INE878C01033, ,Equity,-,-,-,-,
532319,TVS Finance and Services Ltd.,TVSFIN,TVS FINANCE AND SERVICES LTD.,Delisted,T ,10.0,INE765A01010, ,Equity,-,-,-,-,
532320,Vaarad Ventures Ltd,VAARAD,Vaarad Ventures Ltd,Active,X ,1.0,INE418B01048,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),249903000
532321,Zydus Lifesciences Limited,ZYDUSLIFE,Zydus Lifesciences Ltd,Active,A ,1.0,INE010B01027,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,1006233990
532322,Elder Pharmaceuticals Ltd,ELDERPHARM,ELDER PHARMACEUTICALS LTD.,Delisted,Z ,10.0,INE975A01015, ,Equity,-,-,-,-,
532323,Shiva Cement Ltd.,SHIVACEM,SHIVA CEMENT LTD.,Active,B ,2.0,INE555C01029,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,195000000
532324,Cinevista Limited,CINEVISTA,CINEVISTA LTD.,Active,B ,2.0,INE039B01026,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,57436475
532325,Vital Communications Ltd.,VITALCOMM,VITAL COMMUNICATIONS LTD.,Delisted,T ,10.0,INE377B01012, ,Equity,-,-,-,-,
532326,Intense Technologies,INTENTECH,INTENSE TECHNOLOGIES LTD.-$,Active,T ,2.0,INE781A01025,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,23467449
532327,Allsoft Corporation Ltd.,ALLSOFT,ALLSOFT CORPORATION LTD.,Delisted,X ,10.0,INE347B01015, ,Equity,-,-,-,-,
532328,Rane Brake Linings Ltd.,RANEBRAKE,RANE BRAKE LINING LTD.,Delisted,B ,10.0,INE413A01017, ,Equity,-,-,-,-,
532329,Danlaw Technologies India Ltd.,DANLAW,DANLAW TECHNOLOGIES INDIA LTD.-$,Active,XT,10.0,INE310B01013,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,4870667
532330,Biopac India Corporation Ltd,BIOPAC,BIOPAC INDIA CORPORATION LTD.-$,Suspended,XT,10.0,INE998A01017,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,17250100
532331,Ajanta Pharma Ltd.,AJANTPHARM,AJANTA PHARMA LTD.,Active,A ,2.0,INE031B01049,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,125915655
532332,Cura Technologies Limited,CURATECH,CURA TECHNOLOGIES LTD.,Suspended,Z ,10.0,INE117B01012,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,1950000
532333,HB Portfolio Ltd.,HBPOR,HB PORTFOLIO LTD.,Active,XT,10.0,INE638B01025,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,10764230
532334,HB Estate Developers Ltd.,HBESD,HB ESTATE DEVELOPERS LTD.,Active,XT,10.0,INE640B01021,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",19459947
532335,Ambica Agarbathies & Aroma Ind. Ltd.,AMBICAAGAR,AMBICA AGARBATHIES & AROMA INDUSTRIES LTD.,Active,B ,10.0,INE792B01012,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,17177400
532336,Baron Infotech Ltd.,BARONINF,BARON INFOTECH LTD.,Suspended,XT,10.0,INE228B01017,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,10200000
532337,iGATE Global Solutions Ltd.,IGATE,IGATE GLOBAL SOLUTIONS LTD.,Delisted,B ,4.0,INE177B01016, ,Equity,-,-,-,-,
532338,Valuemart Info Technologies Ltd.,VALUEMART,VALUEMART INFO TECHNOLOGIES LTD.,Delisted,Z ,2.0,INE996A01029, ,Equity,-,-,-,-,
532339,Compucom Software Lt.,COMPUSOFT,COMPUCOM SOFTWARE LTD.-$,Active,B ,2.0,INE453B01029,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,79125188
532340,Omni Axs Software Ltd.,OMNIAX,OMNI AXS SOFTWARE LTD.,Active,XT,10.0,INE369B01019,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,17218759
532341,IZMO Limited,IZMO,IZMO Limited-$,Active,B ,10.0,INE848A01014,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,14113643
532342,Commex Technology Limited,COMMEXTECH,Commex Technology Limited,Suspended,Z ,2.0,INE354B01029,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,155106990
532343,TVS Motor Company Ltd.,TVSMOTOR,TVS MOTOR COMPANY LTD.,Active,A ,1.0,INE494B01023,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,475087114
532344,SoftSol India Limited.,SOFTSOL,SOFTSOL INDIA LTD.,Active,XT,10.0,INE002B01016,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,14763689
532345,ALLCARGO GATI LIMITED,ACLGATI,Allcargo Gati Ltd,Active,B ,2.0,INE152B01027,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,130252027
532346,Blue Star Infotech Limited.,BLUESTINFO,BLUE STAR INFOTECH LTD.,Delisted,B ,10.0,INE504B01011, ,Equity,-,-,-,-,
532347,Helios & Matheson Information Technology Ltd.,HELIOSMATH,HELIOS & MATHESON INFORMATION TECHNOLOGY LTD.-$,Delisted,Z ,10.0,INE674B01012, ,Equity,-,-,-,-,
532348,Subex  Ltd,SUBEXLTD,SUBEX LTD.,Active,A ,5.0,INE754A01055,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,562002935
532349,Transport Corporation of India Ltd,TCI,TRANSPORT CORPORATION OF INDIA LTD.,Active,A ,2.0,INE688A01022,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,77744300
532350,Padmalaya Telefilms Ltd.,PADMALAYAT,PADMALAYA TELEFILMS LTD.,Active,Z ,10.0,INE243B01016,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",17000000
532351,Aksh Optifibre Ltd.,AKSHOPTFBR,AKSH OPTIFIBRE LTD.,Active,T ,5.0,INE523B01011,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,162697971
532352,Kirloskar Multimedia Ltd.,KIRLMU,KIRLOSKAR MULTIMEDIA LTD.,Delisted,XD,10.0,INE175B01010, ,Equity,-,-,-,-,
532353,Sibar Media & Entertainment Ltd.,SIBARMED,SIBAR MEDIA & ENTERTAINMENT LTD.,Delisted,X ,10.0,INE388B01019, ,Equity,-,-,-,-,
532354,Virgo Global Limited,VIRGOGLOB,Virgo Global Ltd,Active,X ,4.0,INE400B01020,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,10504300
532355,Picturehouse Media Limited,PICTUREHS,PICTUREHOUSE MEDIA LTD.,Active,XT,10.0,INE448B01029,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",52250000
532356,Triveni Engineering & Industries Ltd,TRIVENI,TRIVENI ENGINEERING & INDUSTRIES LTD.,Active,A ,1.0,INE256C01024,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,218897968
532357,Mukta Arts Ltd.,MUKTAARTS,MUKTA ARTS LTD.,Active,T ,5.0,INE374B01019,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",22585200
532358,Tele Data Informatics Ltd.,TELEDATAGL,TELEDATA INFORMATICS LTD.,Delisted,T ,2.0,INE480B01022, ,Equity,-,-,-,-,
532359,Hit Kit Global Solutions Ltd,HITKITGLO,HIT KIT GLOBAL SOLUTIONS LTD.,Suspended,XT,2.0,INE309B01023,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,37000000
532360,Vintage Cards & Creations Ltd.,VINCARDS,VINTAGE CARDS & CREATIONS LTD.,Delisted,T ,10.0,INE810A01022, ,Equity,-,-,-,-,
532361,Shapre Global Info Services Ltd.,SHAPRDM,SHAPRE GLOBAL INFO SERVICES LTD.,Delisted,B ,10.0,INE129B01017, ,Equity,-,-,-,-,
532362,Nagpur Power & Industries Ltd,NAGPI,NAGPUR POWER & INDUSTRIES LTD.,Active,X ,10.0,INE099E01016,Ferro & Silica Manganese,Equity,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,13095507
532363,CTIL Limited,CTIL,CTIL LTD.,Delisted,Z ,10.0,INE394B01017, ,Equity,-,-,-,-,
532364,Cyberscape Multimedia Ltd.,CYBERSC,CYBERSCAPE MULTIMEDIA LTD.,Suspended,Z ,10.0,INE519B01019,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,10095900
532365,Dynacons Systems & Solutions Ltd.,DSSL,DYNACONS SYSTEMS & SOLUTIONS LTD.,Active,B ,10.0,INE417B01040,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,12713130
532366,PNB Gilts Ltd,PNBGILTS,PNB GILTS LTD.,Active,B ,10.0,INE859A01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),180010134
532367,Kanika Infotech Ltd.,KANIKAIN,KANIKA INFOTECH LTD.,Delisted,Z ,2.0,INE173B01023, ,Equity,-,-,-,-,
532368,BRIGHTCOM GROUP LIMITED,BCG,Brightcom Group Ltd,Active,B ,2.0,INE425B01027,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,2018520573
532369,Ramco Industries Ltd,RAMCOIND,RAMCO INDUSTRIES LTD.,Active,B ,1.0,INE614A01028,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,86809060
532370,Ramco Systems Ltd,RAMCOSYS,RAMCO SYSTEMS LTD.,Active,B ,10.0,INE246B01019,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,35419721
532371,Tata Teleservices (Maharashtra) Ltd.,TTML,TATA TELESERVICES (MAHARASHTRA) LTD.,Active,A ,10.0,INE517B01013,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,1954927727
532372,Virinchi Limited,VIRINCHI,Virinchi Ltd,Active,B ,10.0,INE539B01017,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,93958121
532373,WEP Solutions Ltd,WEPSOLN,WEP SOLUTIONS LTD.,Active,X ,10.0,INE434B01029,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,36600312
532374,Sterlite Technologies Limited.,STLTECH,STERLITE TECHNOLOGIES LTD.,Active,A ,2.0,INE089C01029,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,487572610
532375,Tips Industries Limited,TIPSINDLTD,TIPS INDUSTRIES LTD.,Active,B ,1.0,INE716B01029,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,128426590
532376,MRO-TEK Realty Limited,MRO-TEK,MRO-TEK Realty Ltd,Active,B ,5.0,INE398B01018,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,18684602
532377,Bathina Technologies (India) Ltd.,BATHINAT,BATHINA TECHNOLOGIES (INDIA) LTD.,Delisted,X ,10.0,INE453C01019, ,Equity,-,-,-,-,
532378,Universal Arts Ltd,UNIVARTS,UNIVERSAL ARTS LTD.,Suspended,XT,10.0,INE464B01018,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",9967300
532379,FIRST FINTEC LIMITED,FIRSTFIN,First Fintec Ltd,Active,X ,10.0,INE683B01047,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,10402755
532380,Baba Arts Ltd,BABA,BABA ARTS LTD.-$,Active,X ,1.0,INE893A01036,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",52500000
532381,Indus Networks Ltd.,INDUSNET,INDUS NETWORKS LTD.,Delisted,XT,10.0,INE006B01017, ,Equity,-,-,-,-,
532382,Balaji Telefilms Ltd.,BALAJITELE,BALAJI TELEFILMS LTD.,Active,B ,2.0,INE794B01026,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,101528968
532383,Vision Organics Ltd,VISIONLTD,VISION ORGANICS LTD.,Delisted,B ,10.0,INE514B01010, ,Equity,-,-,-,-,
532384,Tyche Industries Ltd.,TYCHE,TYCHE INDUSTRIES LTD.,Active,X ,10.0,INE443B01012,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,10235600
532385,Aztecsoft Limited,AZTECSOFT,AZTECSOFT LTD.,Delisted,B ,3.0,INE651B01010, ,Equity,-,-,-,-,
532386,California Software Co. Ltd.,CALSOFT,CALIFORNIA SOFTWARE CO.LTD.,Active,B ,10.0,INE526B01014,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,15457106
532387,Pritish Nandy Communications Ltd,PNC,PRITISH NANDY COMMUNICATIONS LTD.,Active,B ,10.0,INE392B01011,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",14467000
532388,Indian Overseas Bank,IOB,INDIAN OVERSEAS BANK,Active,A ,10.0,INE565A01014,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,18902412256
532389,Valecha Engineering Ltd.,VALECHAENG,VALECHA ENGINEERING LTD.-$,Suspended,Z ,10.0,INE624C01015,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,22530025
532390,Taj GVK Hotels & Resorts Ltd.,TAJGVK,TAJGVK HOTELS & RESORTS LTD.,Active,B ,2.0,INE586B01026,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,62701495
532391,Opto Circuits (India) Ltd.,OPTOCIRCUI,OPTO CIRCUITS (INDIA) LTD.,Suspended,Z ,10.0,INE808B01016,Medical Equipment & Supplies,Equity,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,300625744
532392,Creative Eye Ltd.,CREATIVEYE,CREATIVE EYE LTD.,Active,T ,5.0,INE230B01021,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,20058250
532393,"Great Eastern Shipping Co. Ltd.,",GESBBPH,GESBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532394,"Great Eastern Shipping Co. Ltd.,",GEBBDM,GEBBDM,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532395,AXISCADES TECHNOLOGIES LIMITED,AXISCADES,Axiscades Technologies Ltd,Active,B ,5.0,INE555B01013,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,41923734
532396,Vantel Technologies Ltd.,VANTEL,VANTEL TECHNOLOGIES LTD.,Delisted,Z ,10.0,INE078B01016, ,Equity,-,-,-,-,
532397,KONNDOR INDUSTRIES LIMITED,KONNDOR,Konndor Industries Ltd,Active,X ,10.0,INE971A01014,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,5518200
532398,Usha Martin Education & Solutions Limited,UMESLTD,Usha Martin Education & Solutions Limited,Active,T ,1.0,INE240C01028,E-Learning,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,26415811
532399,Reliance MediaWorks Limited,RELMEDIA,RELIANCE MEDIAWORKS LTD.,Delisted,B ,5.0,INE540B01015, ,Equity,-,-,-,-,
532400,BIRLASOFT LIMITED,BSOFT,Birlasoft Ltd,Active,A ,2.0,INE836A01035,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,275937421
532401,Vijaya Bank,VIJAYABANK,VIJAYA BANK,Delisted,A ,10.0,INE705A01016, ,Equity,-,-,-,-,1304147965
532402,USG Tech Solutions Ltd,USGTECH,USG TECH SOLUTIONS LTD.,Active,X ,10.0,INE718B01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,39414210
532403,Fourth Generation Information Systems Ltd,4THGEN,FOURTH GENERATION INFORMATION SYSTEMS LTD.,Suspended,XT,10.0,INE739B01039,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,3550000
532404,Saven Technologies Ltd.,7TEC,SAVEN TECHNOLOGIES LTD.,Active,X ,1.0,INE856B01023,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,10878748
532405,CCS Infotech Ltd.,CCSIN,CCS INFOTECH LTD.,Delisted,Z ,10.0,INE661B01019, ,Equity,-,-,-,-,
532406,Avantel Limited,AVANTEL,AVANTEL LTD.,Active,B ,2.0,INE005B01027,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,243269580
532407,MOSCHIP TECHNOLOGIES LIMITED,MOSCHIP,Moschip Technologies Ltd,Active,B ,2.0,INE935B01025,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,188135799
532408,Megasoft Ltd.,MEGASOFT,MEGASOFT LTD.,Active,B ,10.0,INE933B01012,Other Telecom Services,Equity,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,73770041
532409,Syngenta India Ltd.,SYGENTA,SYNGENTA INDIA LTD.,Delisted,B ,5.0,INE402C01016, ,Equity,-,-,-,-,
532410,Transcorp International Ltd.,TRANSCOR,TRANSCORP INTERNATIONAL LTD.,Active,X ,2.0,INE330E01023,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,31856794
532411,Visesh Infotecnics Ltd.,VISESHINFO,VISESH INFOTECNICS LTD.,Suspended,Z ,1.0,INE861A01058,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,3774436655
532412,Raymond Limited,RYMBBPH,RYMBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532413,Cerebra Integrated Technologies Ltd.,CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.,Active,T ,10.0,INE345B01019,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,121186482
532414,IKF Technologies Ltd.,IKFTECH,IKF TECHNOLOGIES LTD.,Delisted,XT,1.0,INE052C01027,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,308482280
532415,Selan Exploration Technology Ltd.,SELBBPH,SELBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532416,Next Mediaworks Ltd,NEXTMEDIA,NEXT MEDIAWORKS LTD.,Active,B ,10.0,INE747B01016,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,66892908
532417,e. Star Infotech Ltd.,ESTAR,E.STAR INFOTECH LTD.,Delisted,XD,2.0,INE546B01020, ,Equity,-,-,-,-,
532418,Andhra Bank,ANDHRABANK,ANDHRA BANK,Delisted,B ,10.0,INE434A01013, ,Equity,-,-,-,-,3095537256
532419,Smartlink Holdings Limited,SMARTLINK,Smartlink Holdings Ltd,Active,B ,2.0,INE178C01020,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,9975000
532420,Finolex Industries Ltd.,FENBBPH,FENBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532421,IQ Infotech Ltd.,IQINF,IQ INFOTECH LTD.,Delisted,XT,10.0,INE679B01011, ,Equity,-,-,-,-,10467800
532422,Sequel Soft India Ltd.,SEQSOFT,SEQUELSOFT INDIA LTD.,Delisted,XD,10.0,INE793C01018, ,Equity,-,-,-,-,
532423,"Jay Shree Tea & Industries Ltd.,",JATBBPH,JATBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532424,Godrej Consumer Products Ltd.,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,Active,A ,1.0,INE102D01028,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,1022820329
532425,GENUS PRIME INFRA LIMITED,GENUSPRIME,Genus Prime Infra Ltd,Active,X ,2.0,INE256D01014,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,14926440
532426,"Siemens Ltd.,",SEMBBPH,SEMBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532427,Reliance Industries Ltd,RELBBPH,RELBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
532428,Winsome Yarns Ltd.,WINBBPH,WINBBPH,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
