SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
GESHIP,The Great Eastern Shipping Company Limited,EQ,27-NOV-2006,10,1,INE017A01032,10
GET&D,GE T&D India Limited,BE,30-JUN-2008,2,1,INE200A01026,2
GFLLIMITED,GFL Limited,EQ,25-MAY-1995,1,1,INE538A01037,1
GHCL,GHCL Limited,EQ,31-JUL-2003,10,1,INE539A01019,10
GHCLTEXTIL,GHCL Textiles Limited,EQ,12-JUN-2023,2,1,INE0PA801013,2
GICHSGFIN,GIC Housing Finance Limited,EQ,08-MAY-1996,10,1,INE289B01019,10
GICRE,General Insurance Corporation of India,EQ,25-OCT-2017,5,1,INE481Y01014,5
GILLANDERS,Gillanders Arbuthnot & Company Limited,BE,14-DEC-2009,10,1,INE047B01011,10
GILLETTE,Gillette India Limited,EQ,30-JUL-2003,10,1,INE322A01010,10
GINNIFILA,Ginni Filaments Limited,EQ,10-MAY-1995,10,1,INE424C01010,10
GIPCL,Gujarat Industries Power Company Limited,EQ,08-FEB-1995,10,1,INE162A01010,10
GKWLIMITED,GKW Limited,EQ,20-JUL-2009,10,1,INE528A01020,10
GLAND,Gland Pharma Limited,EQ,20-NOV-2020,1,1,INE068V01023,1
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,EQ,15-DEC-2000,10,1,INE159A01016,10
GLENMARK,Glenmark Pharmaceuticals Limited,EQ,07-FEB-2000,1,1,INE935A01035,1
GLFL,Gujarat Lease Financing Limited,BE,08-FEB-1995,10,1,INE540A01017,10
GLOBAL,Global Education Limited,BE,07-DEC-2020,5,1,INE291W01029,5
GLOBALVECT,Global Vectra Helicorp Limited,BE,27-OCT-2006,10,1,INE792H01019,10
GLOBE,Globe Textiles (India) Limited,BE,07-OCT-2020,2,1,INE581X01021,2
GLOBUSSPR,Globus Spirits Limited,EQ,23-SEP-2009,10,1,INE615I01010,10
GLS,Glenmark Life Sciences Limited,EQ,06-AUG-2021,2,1,INE03Q201024,2
GMBREW,GM Breweries Limited,EQ,23-AUG-1995,10,1,INE075D01018,10
GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ,17-DEC-1997,2,1,INE131A01031,2
GMMPFAUDLR,GMM Pfaudler Limited,EQ,05-MAR-2018,2,1,INE541A01023,2
GMRINFRA,GMR Airports Infrastructure Limited,EQ,21-AUG-2006,1,1,INE776C01039,1
GMRP&UI,GMR Power and Urban Infra Limited,EQ,23-MAR-2022,5,1,INE0CU601026,5
GNA,GNA Axles Limited,EQ,26-SEP-2016,10,1,INE934S01014,10
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,17-MAY-1995,10,1,INE113A01013,10
GOACARBON,Goa Carbon Limited,EQ,05-JUN-2007,10,1,INE426D01013,10
GOCLCORP,GOCL Corporation Limited,EQ,26-JUN-2014,2,1,INE077F01035,2
GOCOLORS,Go Fashion (India) Limited,EQ,30-NOV-2021,10,1,INE0BJS01011,10
GODFRYPHLP,Godfrey Phillips India Limited,EQ,24-JUL-1996,2,1,INE260B01028,2
GODHA,Godha Cabcon & Insulation Limited,BE,24-DEC-2020,1,1,INE925Y01036,1
GODREJAGRO,Godrej Agrovet Limited,EQ,16-OCT-2017,10,1,INE850D01014,10
GODREJCP,Godrej Consumer Products Limited,EQ,20-JUN-2001,1,1,INE102D01028,1
GODREJIND,Godrej Industries Limited,EQ,25-FEB-2003,1,1,INE233A01035,1
GODREJPROP,Godrej Properties Limited,EQ,05-JAN-2010,5,1,INE484J01027,5
GOENKA,Goenka Diamond and Jewels Limited,BZ,16-APR-2010,1,1,INE516K01024,1
GOKEX,Gokaldas Exports Limited,EQ,27-APR-2005,5,1,INE887G01027,5
